Account_Age_Days,Login_Frequency,Daily_Usage_Mins,Churn,ticket_length,engagement_score,has_complaint
74,3.0,69,0,40,207.0,0
86,3.0,31,0,50,93.0,0
369,2.0,55,1,36,110.0,0
794,3.0,44,0,28,132.0,0
476,3.0,27,0,28,81.0,0
920,3.0,87,0,53,261.0,0
652,2.0,46,1,40,92.0,0
777,0.0,12,1,54,0.0,1
215,0.0,8,1,49,0.0,0
20,2.0,43,1,50,86.0,0
531,0.0,13,0,54,0.0,0
850,3.0,48,0,28,144.0,0
991,2.0,6,1,56,12.0,0
981,2.0,23,0,40,46.0,0
593,3.0,58,0,41,174.0,0
840,0.0,13,0,54,0.0,0
776,3.0,18,0,40,54.0,0
1072,0.0,8,1,54,0.0,1
807,3.0,51,0,41,153.0,0
956,2.0,56,0,50,112.0,0
599,0.0,5,1,54,0.0,0
581,2.0,59,0,41,118.0,0
204,3.0,36,0,40,108.0,0
480,0.0,13,1,56,0.0,0
13,2.0,5,0,56,10.0,0
307,3.0,95,0,49,285.0,0
151,3.0,87,0,49,261.0,0
222,3.0,82,0,49,246.0,0
531,2.0,14,0,56,28.0,0
396,2.0,4,1,54,8.0,1
921,3.0,111,0,53,333.0,0
139,2.0,2,1,54,4.0,0
541,3.0,49,0,40,147.0,0
541,2.0,27,0,37,54.0,0
111,2.0,4,1,56,8.0,0
1000,2.0,55,1,41,110.0,0
423,3.0,52,1,40,156.0,0
907,3.0,43,0,36,129.0,0
971,2.0,8,0,49,16.0,0
424,2.0,28,1,41,56.0,0
1090,3.0,21,0,50,63.0,0
18,3.0,31,1,37,93.0,0
657,2.0,40,1,50,80.0,0
72,2.0,34,0,36,68.0,0
743,3.0,97,0,43,291.0,0
188,2.0,10,1,49,20.0,0
240,3.0,38,0,40,114.0,0
973,3.0,55,0,50,165.0,0
86,2.0,34,1,28,68.0,0
659,2.0,1,1,54,2.0,1
814,3.0,50,0,41,150.0,0
567,3.0,69,0,44,207.0,0
284,3.0,45,1,36,135.0,0
492,3.0,48,0,28,144.0,0
390,2.0,29,0,28,58.0,0
251,2.0,46,0,40,92.0,0
865,3.0,31,0,41,93.0,0
1029,2.0,29,0,37,58.0,0
32,3.0,113,0,44,339.0,0
819,3.0,46,0,40,138.0,0
353,2.0,20,0,28,40.0,0
195,3.0,107,0,44,321.0,0
32,2.0,14,1,49,28.0,0
472,0.0,2,0,54,0.0,0
83,3.0,15,0,37,45.0,0
473,0.0,7,1,56,0.0,0
1045,3.0,99,0,41,297.0,0
428,0.0,7,1,56,0.0,0
774,0.0,12,1,54,0.0,0
948,2.0,20,1,37,40.0,0
706,2.0,11,1,54,22.0,1
236,3.0,19,1,41,57.0,0
520,0.0,8,1,54,0.0,1
644,2.0,42,0,50,84.0,0
928,0.0,1,1,54,0.0,0
558,0.0,14,1,54,0.0,0
1090,3.0,36,0,36,108.0,0
763,2.0,5,1,54,10.0,1
379,2.0,8,1,60,16.0,0
232,0.0,6,1,57,0.0,0
974,3.0,105,0,40,315.0,0
204,3.0,117,0,49,351.0,0
651,0.0,12,1,60,0.0,0
87,3.0,51,0,53,153.0,0
58,3.0,24,0,50,72.0,0
911,2.0,55,0,36,110.0,0
923,0.0,6,1,57,0.0,0
819,0.0,13,1,60,0.0,0
221,3.0,50,0,40,150.0,0
231,2.0,52,0,36,104.0,0
855,3.0,107,0,53,321.0,0
313,3.0,41,1,50,123.0,0
628,3.0,21,0,28,63.0,0
505,3.0,28,0,28,84.0,0
635,3.0,58,1,40,174.0,0
740,3.0,53,0,40,159.0,0
723,2.0,29,1,41,58.0,0
526,3.0,59,0,50,177.0,0
689,3.0,94,0,41,282.0,0
728,3.0,50,1,28,150.0,0
972,0.0,5,1,60,0.0,0
12,3.0,31,0,41,93.0,0
941,0.0,14,1,54,0.0,1
380,2.0,51,0,40,102.0,0
945,3.0,43,0,36,129.0,0
445,0.0,2,1,56,0.0,0
943,3.0,17,0,50,51.0,0
849,2.0,44,0,36,88.0,0
821,3.0,113,0,44,339.0,0
21,3.0,44,1,36,132.0,0
866,3.0,56,0,36,168.0,0
377,0.0,6,1,57,0.0,0
917,3.0,50,0,41,150.0,0
386,0.0,5,1,49,0.0,0
18,3.0,76,0,41,228.0,0
565,0.0,4,1,54,0.0,0
383,2.0,52,1,37,104.0,0
344,3.0,45,0,44,135.0,0
1025,3.0,29,0,28,87.0,0
1066,3.0,51,0,28,153.0,0
435,3.0,24,0,41,72.0,0
603,2.0,23,1,50,46.0,0
835,2.0,49,0,50,98.0,0
267,2.0,8,1,57,16.0,0
515,0.0,12,0,54,0.0,0
416,0.0,7,1,60,0.0,0
1002,3.0,19,1,50,57.0,0
610,2.0,51,0,37,102.0,0
58,0.0,6,1,60,0.0,0
383,3.0,50,0,53,150.0,0
926,2.0,47,0,28,94.0,0
740,2.0,8,1,54,16.0,1
311,0.0,12,1,49,0.0,0
1046,3.0,25,0,37,75.0,0
123,2.0,13,1,54,26.0,0
695,3.0,22,0,37,66.0,0
725,3.0,64,0,53,192.0,0
434,0.0,4,1,60,0.0,0
44,0.0,3,1,57,0.0,0
318,3.0,25,0,40,75.0,0
735,2.0,9,1,54,18.0,0
113,2.0,17,0,41,34.0,0
620,2.0,49,0,50,98.0,0
338,3.0,79,0,41,237.0,0
563,3.0,79,0,53,237.0,0
988,3.0,45,0,50,135.0,0
138,2.0,19,1,37,38.0,0
179,3.0,75,0,44,225.0,0
271,2.0,29,0,50,58.0,0
1076,0.0,11,1,56,0.0,0
917,3.0,45,1,41,135.0,0
596,2.0,41,0,40,82.0,0
958,0.0,12,1,54,0.0,1
974,0.0,14,1,54,0.0,0
951,2.0,6,1,49,12.0,0
858,3.0,19,0,28,57.0,0
366,3.0,56,0,43,168.0,0
42,2.0,11,0,56,22.0,0
503,3.0,58,0,41,174.0,0
710,2.0,56,0,40,112.0,0
924,2.0,14,1,60,28.0,0
363,0.0,3,1,54,0.0,0
44,2.0,27,0,50,54.0,0
652,2.0,20,0,36,40.0,0
133,3.0,18,0,36,54.0,0
456,3.0,35,0,41,105.0,0
786,3.0,35,0,41,105.0,0
392,3.0,44,0,37,132.0,0
786,3.0,104,0,49,312.0,0
1089,3.0,45,0,49,135.0,0
193,2.0,16,0,28,32.0,0
375,2.0,14,1,49,28.0,0
556,2.0,7,0,60,14.0,0
410,3.0,15,0,36,45.0,0
78,3.0,39,0,40,117.0,0
1074,2.0,29,0,41,58.0,0
408,0.0,8,1,54,0.0,1
741,3.0,62,0,53,186.0,0
926,2.0,9,1,56,18.0,0
719,3.0,59,0,37,177.0,0
308,2.0,5,1,49,10.0,0
289,2.0,42,0,50,84.0,0
1059,2.0,31,0,40,62.0,0
947,2.0,2,1,56,4.0,0
250,3.0,53,0,44,159.0,0
615,3.0,99,0,43,297.0,0
967,2.0,25,0,50,50.0,0
514,3.0,109,0,49,327.0,0
462,3.0,70,0,43,210.0,0
554,0.0,10,0,56,0.0,0
1016,2.0,11,0,57,22.0,0
843,3.0,57,0,37,171.0,0
825,2.0,6,1,54,12.0,0
1035,2.0,39,0,41,78.0,0
342,3.0,31,0,50,93.0,0
206,0.0,13,1,54,0.0,1
502,0.0,14,1,54,0.0,0
618,0.0,6,1,54,0.0,1
107,2.0,7,0,60,14.0,0
1036,0.0,7,1,57,0.0,0
175,2.0,42,0,50,84.0,0
425,0.0,10,1,54,0.0,0
833,2.0,22,0,37,44.0,0
990,3.0,63,0,43,189.0,0
943,0.0,2,1,56,0.0,0
875,0.0,2,1,60,0.0,0
873,0.0,13,1,56,0.0,0
933,2.0,7,1,60,14.0,0
845,2.0,34,0,40,68.0,0
818,3.0,31,0,37,93.0,0
73,2.0,50,0,28,100.0,0
271,3.0,25,0,37,75.0,0
1071,0.0,8,0,54,0.0,1
465,2.0,36,0,41,72.0,0
708,0.0,14,1,60,0.0,0
171,2.0,38,0,40,76.0,0
695,2.0,19,1,41,38.0,0
274,0.0,4,1,60,0.0,0
436,2.0,46,1,50,92.0,0
993,3.0,90,1,40,270.0,0
913,0.0,3,1,57,0.0,0
82,2.0,2,0,60,4.0,0
390,3.0,22,0,40,66.0,0
806,0.0,7,1,49,0.0,0
1014,2.0,11,1,60,22.0,0
48,0.0,10,1,54,0.0,0
258,3.0,28,1,41,84.0,0
959,2.0,27,1,37,54.0,0
148,2.0,7,1,56,14.0,0
917,3.0,49,1,36,147.0,0
568,3.0,28,1,37,84.0,0
481,0.0,2,1,60,0.0,0
988,3.0,85,0,44,255.0,0
869,3.0,107,0,41,321.0,0
233,3.0,65,1,40,195.0,0
587,2.0,54,0,36,108.0,0
993,2.0,5,0,56,10.0,0
147,0.0,11,1,57,0.0,0
271,2.0,42,1,36,84.0,0
561,2.0,13,1,56,26.0,0
898,2.0,11,1,57,22.0,0
780,0.0,1,1,49,0.0,0
179,0.0,5,0,49,0.0,0
465,0.0,2,1,57,0.0,0
1054,2.0,43,0,40,86.0,0
626,2.0,53,0,41,106.0,0
511,2.0,18,0,36,36.0,0
304,3.0,37,0,37,111.0,0
272,3.0,95,0,49,285.0,0
680,0.0,5,1,54,0.0,1
1055,3.0,36,0,28,108.0,0
283,2.0,10,1,56,20.0,0
801,3.0,102,1,43,306.0,0
325,2.0,10,1,56,20.0,0
255,2.0,54,0,50,108.0,0
503,3.0,45,0,50,135.0,0
864,3.0,46,0,41,138.0,0
263,3.0,42,0,40,126.0,0
774,3.0,57,0,37,171.0,0
497,0.0,14,1,57,0.0,0
691,2.0,37,0,36,74.0,0
855,2.0,15,0,40,30.0,0
661,0.0,1,1,54,0.0,0
711,3.0,43,0,36,129.0,0
637,2.0,16,0,36,32.0,0
304,3.0,44,0,28,132.0,0
1069,0.0,1,0,54,0.0,0
836,2.0,24,0,50,48.0,0
841,2.0,14,1,49,28.0,0
759,2.0,31,0,28,62.0,0
891,2.0,9,1,57,18.0,0
15,2.0,1,1,60,2.0,0
781,3.0,35,0,36,105.0,0
819,0.0,11,1,57,0.0,0
1077,3.0,16,0,41,48.0,0
747,0.0,12,0,54,0.0,1
405,2.0,30,1,37,60.0,0
278,2.0,5,1,49,10.0,0
427,3.0,22,0,28,66.0,0
247,0.0,2,1,57,0.0,0
240,0.0,10,1,57,0.0,0
69,3.0,118,0,40,354.0,0
1034,3.0,65,0,43,195.0,0
938,2.0,50,0,40,100.0,0
133,3.0,53,0,50,159.0,0
246,3.0,24,0,41,72.0,0
46,0.0,10,0,49,0.0,0
712,3.0,40,0,37,120.0,0
1039,2.0,7,1,54,14.0,1
869,0.0,4,1,60,0.0,0
521,2.0,5,1,49,10.0,0
281,2.0,2,1,49,4.0,0
977,3.0,29,0,40,87.0,0
471,2.0,43,0,41,86.0,0
503,3.0,52,0,37,156.0,0
499,0.0,14,1,57,0.0,0
902,2.0,3,1,56,6.0,0
1086,2.0,30,0,50,60.0,0
762,0.0,14,1,54,0.0,1
1071,2.0,9,1,60,18.0,0
701,3.0,49,0,49,147.0,0
894,3.0,86,0,43,258.0,0
79,3.0,21,0,50,63.0,0
226,2.0,4,0,54,8.0,0
512,3.0,29,1,36,87.0,0
21,2.0,49,0,36,98.0,0
1017,3.0,93,0,43,279.0,0
446,3.0,33,0,28,99.0,0
199,2.0,7,1,57,14.0,0
797,2.0,4,1,60,8.0,0
1062,3.0,92,0,44,276.0,0
748,2.0,12,1,56,24.0,0
995,3.0,57,0,36,171.0,0
850,3.0,93,0,41,279.0,0
1091,2.0,8,1,56,16.0,0
647,0.0,12,1,54,0.0,1
403,0.0,1,1,56,0.0,0
455,2.0,47,0,50,94.0,0
1053,2.0,22,0,28,44.0,0
92,3.0,47,0,50,141.0,0
975,3.0,67,0,44,201.0,0
375,2.0,32,0,37,64.0,0
755,2.0,59,0,36,118.0,0
996,0.0,1,1,57,0.0,0
595,3.0,16,0,40,48.0,0
752,2.0,43,0,40,86.0,0
464,3.0,57,0,41,171.0,0
282,3.0,51,0,37,153.0,0
960,3.0,79,0,44,237.0,0
447,3.0,38,0,28,114.0,0
980,3.0,41,0,41,123.0,0
74,0.0,12,1,54,0.0,1
205,2.0,2,1,60,4.0,0
937,2.0,10,0,49,20.0,0
559,3.0,65,0,40,195.0,0
974,3.0,106,0,41,318.0,0
274,2.0,12,1,54,24.0,1
784,0.0,7,0,54,0.0,1
553,2.0,34,0,41,68.0,0
839,3.0,34,1,37,102.0,0
173,2.0,11,1,60,22.0,0
292,3.0,92,0,43,276.0,0
996,2.0,53,0,28,106.0,0
368,3.0,35,0,36,105.0,0
163,0.0,6,1,57,0.0,0
950,3.0,103,0,40,309.0,0
331,3.0,82,0,49,246.0,0
296,3.0,56,0,44,168.0,0
1024,2.0,27,0,36,54.0,0
292,3.0,101,0,43,303.0,0
826,0.0,1,1,54,0.0,0
705,0.0,9,0,56,0.0,0
694,3.0,19,0,40,57.0,0
792,3.0,53,0,40,159.0,0
864,3.0,18,1,40,54.0,0
331,3.0,29,0,28,87.0,0
779,3.0,46,0,28,138.0,0
630,2.0,42,0,36,84.0,0
1078,2.0,37,1,50,74.0,0
275,2.0,58,0,36,116.0,0
986,0.0,10,0,54,0.0,0
35,3.0,24,1,40,72.0,0
225,3.0,16,0,37,48.0,0
1060,3.0,46,1,40,138.0,0
952,2.0,6,0,56,12.0,0
356,3.0,47,0,44,141.0,0
916,2.0,24,0,36,48.0,0
567,0.0,9,1,60,0.0,0
864,2.0,49,1,37,98.0,0
245,3.0,59,0,50,177.0,0
748,2.0,1,1,54,2.0,1
520,3.0,26,0,37,78.0,0
47,2.0,17,0,28,34.0,0
940,3.0,96,0,41,288.0,0
516,3.0,59,0,40,177.0,0
1057,3.0,44,0,28,132.0,0
85,2.0,2,0,54,4.0,1
787,2.0,47,0,50,94.0,0
614,2.0,39,0,40,78.0,0
347,3.0,58,0,37,174.0,0
1037,2.0,38,0,40,76.0,0
185,3.0,71,0,41,213.0,0
331,0.0,4,1,49,0.0,0
458,2.0,3,1,49,6.0,0
978,2.0,25,1,28,50.0,0
1085,2.0,53,0,36,106.0,0
250,2.0,41,0,50,82.0,0
616,0.0,5,1,54,0.0,0
843,3.0,52,1,40,156.0,0
608,2.0,19,0,50,38.0,0
749,2.0,25,0,41,50.0,0
397,3.0,85,0,53,255.0,0
9,3.0,97,0,44,291.0,0
685,2.0,58,0,36,116.0,0
58,0.0,4,1,54,0.0,1
109,3.0,118,0,53,354.0,0
227,2.0,16,0,40,32.0,0
199,2.0,51,0,41,102.0,0
1067,2.0,48,0,28,96.0,0
629,0.0,2,1,56,0.0,0
913,2.0,10,1,57,20.0,0
884,3.0,55,0,40,165.0,0
632,2.0,57,1,40,114.0,0
212,2.0,12,1,54,24.0,1
692,3.0,117,0,43,351.0,0
117,0.0,1,1,54,0.0,1
36,2.0,6,1,56,12.0,0
381,2.0,27,0,41,54.0,0
575,0.0,1,1,49,0.0,0
346,3.0,65,0,44,195.0,0
839,3.0,36,0,36,108.0,0
509,3.0,80,0,41,240.0,0
257,2.0,58,0,50,116.0,0
439,0.0,12,1,60,0.0,0
927,3.0,17,1,28,51.0,0
770,2.0,3,1,54,6.0,0
1014,2.0,13,1,56,26.0,0
1063,2.0,9,1,54,18.0,0
704,2.0,13,1,57,26.0,0
61,2.0,12,1,57,24.0,0
542,3.0,75,0,49,225.0,0
1015,2.0,54,0,40,108.0,0
35,0.0,12,1,60,0.0,0
210,3.0,80,0,49,240.0,0
748,3.0,91,0,44,273.0,0
140,2.0,14,0,56,28.0,0
913,2.0,5,0,57,10.0,0
113,3.0,22,1,37,66.0,0
401,3.0,43,0,50,129.0,0
692,2.0,6,0,60,12.0,0
27,3.0,16,0,40,48.0,0
71,3.0,29,0,37,87.0,0
822,3.0,18,1,41,54.0,0
628,2.0,55,0,41,110.0,0
223,3.0,34,0,50,102.0,0
660,2.0,9,1,57,18.0,0
913,2.0,52,0,36,104.0,0
907,2.0,7,1,57,14.0,0
244,2.0,38,0,50,76.0,0
407,0.0,2,0,60,0.0,0
1054,0.0,3,1,54,0.0,1
1083,2.0,14,1,56,28.0,0
1036,3.0,26,0,37,78.0,0
759,2.0,57,0,37,114.0,0
202,2.0,22,0,28,44.0,0
356,3.0,90,0,53,270.0,0
686,3.0,54,0,41,162.0,0
474,3.0,44,0,28,132.0,0
431,3.0,39,0,50,117.0,0
177,3.0,41,0,28,123.0,0
871,2.0,6,1,54,12.0,0
963,2.0,3,1,57,6.0,0
39,3.0,91,0,43,273.0,0
242,2.0,1,1,54,2.0,1
263,3.0,89,0,44,267.0,0
812,2.0,31,0,50,62.0,0
985,3.0,68,0,40,204.0,0
280,2.0,7,1,56,14.0,0
651,3.0,35,0,40,105.0,0
782,2.0,18,0,37,36.0,0
1071,2.0,24,0,36,48.0,0
765,3.0,16,1,37,48.0,0
471,3.0,34,1,36,102.0,0
1004,3.0,19,0,36,57.0,0
440,0.0,7,1,54,0.0,1
78,2.0,21,0,41,42.0,0
1073,0.0,14,0,49,0.0,0
321,0.0,8,1,60,0.0,0
216,2.0,55,0,28,110.0,0
597,0.0,14,1,60,0.0,0
264,2.0,18,0,40,36.0,0
19,2.0,53,1,41,106.0,0
413,0.0,4,1,57,0.0,0
988,2.0,9,1,56,18.0,0
805,0.0,13,0,49,0.0,0
301,2.0,10,0,57,20.0,0
914,0.0,1,0,54,0.0,1
706,2.0,57,0,28,114.0,0
615,2.0,12,1,54,24.0,0
47,2.0,50,0,37,100.0,0
130,0.0,12,1,54,0.0,0
658,2.0,41,0,36,82.0,0
1063,2.0,10,0,54,20.0,0
445,3.0,33,0,50,99.0,0
960,2.0,10,1,54,20.0,0
987,2.0,13,1,56,26.0,0
877,3.0,116,0,41,348.0,0
428,0.0,5,0,54,0.0,0
848,2.0,47,1,41,94.0,0
217,3.0,108,0,53,324.0,0
657,3.0,53,0,36,159.0,0
1092,2.0,5,0,56,10.0,0
237,2.0,18,0,41,36.0,0
1034,0.0,10,1,56,0.0,0
647,3.0,75,0,43,225.0,0
883,3.0,46,0,36,138.0,0
222,3.0,112,0,53,336.0,0
658,3.0,74,0,41,222.0,0
67,3.0,105,0,40,315.0,0
475,3.0,42,0,28,126.0,0
771,3.0,19,0,41,57.0,0
631,3.0,28,0,40,84.0,0
294,3.0,30,0,41,90.0,0
808,3.0,51,0,41,153.0,0
667,3.0,35,0,37,105.0,0
930,3.0,57,0,36,171.0,0
676,3.0,31,0,50,93.0,0
184,3.0,113,0,44,339.0,0
75,2.0,11,1,49,22.0,0
396,2.0,37,0,36,74.0,0
1030,2.0,19,0,41,38.0,0
181,3.0,63,0,41,189.0,0
663,0.0,5,1,49,0.0,0
1089,2.0,7,1,60,14.0,0
843,2.0,43,0,41,86.0,0
964,2.0,47,0,50,94.0,0
973,3.0,57,0,44,171.0,0
740,0.0,9,1,56,0.0,0
577,2.0,56,0,36,112.0,0
942,2.0,49,0,36,98.0,0
378,3.0,40,1,41,120.0,0
171,3.0,99,0,40,297.0,0
273,3.0,59,0,41,177.0,0
87,3.0,33,0,37,99.0,0
518,3.0,113,0,40,339.0,0
974,2.0,40,0,37,80.0,0
539,3.0,45,0,37,135.0,0
344,0.0,3,1,56,0.0,0
277,2.0,11,1,54,22.0,1
369,2.0,1,1,49,2.0,0
920,3.0,54,0,50,162.0,0
133,0.0,6,1,60,0.0,0
758,3.0,95,0,41,285.0,0
401,3.0,36,0,36,108.0,0
1041,2.0,3,1,60,6.0,0
771,3.0,24,0,40,72.0,0
744,3.0,33,0,50,99.0,0
897,2.0,11,0,57,22.0,0
657,2.0,47,0,37,94.0,0
265,3.0,80,0,41,240.0,0
715,3.0,95,0,41,285.0,0
986,3.0,116,0,40,348.0,0
569,2.0,8,0,54,16.0,1
656,2.0,12,1,56,24.0,0
793,2.0,10,1,56,20.0,0
294,2.0,58,0,40,116.0,0
861,0.0,10,1,57,0.0,0
141,2.0,15,0,28,30.0,0
222,3.0,30,1,37,90.0,0
288,2.0,9,1,57,18.0,0
368,2.0,7,0,54,14.0,1
895,3.0,39,0,40,117.0,0
54,0.0,11,1,54,0.0,0
1054,3.0,49,1,40,147.0,0
434,3.0,92,0,43,276.0,0
1090,3.0,55,0,40,165.0,0
388,2.0,30,0,28,60.0,0
62,2.0,10,1,56,20.0,0
1056,3.0,45,0,49,135.0,0
576,3.0,21,0,28,63.0,0
718,3.0,111,0,49,333.0,0
446,2.0,1,1,57,2.0,0
214,3.0,46,0,53,138.0,0
661,2.0,21,0,37,42.0,0
788,3.0,57,1,53,171.0,0
1013,0.0,1,0,54,0.0,1
265,3.0,50,0,53,150.0,0
490,2.0,24,0,37,48.0,0
733,3.0,22,0,28,66.0,0
761,3.0,30,0,37,90.0,0
993,3.0,71,0,40,213.0,0
234,2.0,54,0,36,108.0,0
278,0.0,10,1,60,0.0,0
628,2.0,23,0,50,46.0,0
572,0.0,13,0,57,0.0,0
878,0.0,13,1,54,0.0,1
762,3.0,113,0,44,339.0,0
809,2.0,3,1,49,6.0,0
709,3.0,53,0,53,159.0,0
1030,3.0,34,1,28,102.0,0
61,2.0,51,1,37,102.0,0
955,3.0,67,0,53,201.0,0
527,3.0,58,1,28,174.0,0
313,0.0,10,1,54,0.0,1
261,2.0,17,0,28,34.0,0
782,2.0,10,1,56,20.0,0
518,3.0,41,0,36,123.0,0
285,3.0,71,0,53,213.0,0
702,2.0,11,1,49,22.0,0
166,3.0,44,0,37,132.0,0
427,0.0,4,1,56,0.0,0
196,3.0,50,0,28,150.0,0
1090,3.0,23,0,28,69.0,0
348,3.0,83,0,53,249.0,0
794,0.0,1,1,57,0.0,0
730,3.0,45,0,36,135.0,0
82,2.0,59,0,36,118.0,0
469,0.0,9,1,54,0.0,0
150,3.0,17,0,37,51.0,0
495,3.0,37,1,41,111.0,0
74,3.0,55,0,40,165.0,0
601,2.0,11,1,60,22.0,0
289,0.0,8,0,56,0.0,0
10,2.0,44,1,36,88.0,0
898,3.0,24,0,40,72.0,0
819,3.0,25,0,50,75.0,0
780,2.0,5,1,56,10.0,0
1017,3.0,44,0,40,132.0,0
251,3.0,117,0,49,351.0,0
1062,3.0,19,0,50,57.0,0
375,3.0,60,0,43,180.0,0
458,2.0,3,0,57,6.0,0
42,3.0,15,0,40,45.0,0
1033,2.0,6,1,54,12.0,0
690,3.0,77,0,40,231.0,0
25,3.0,62,0,49,186.0,0
520,0.0,11,1,60,0.0,0
559,3.0,97,0,41,291.0,0
162,2.0,9,1,54,18.0,1
563,3.0,71,0,41,213.0,0
988,2.0,37,0,37,74.0,0
144,3.0,15,1,37,45.0,0
390,0.0,3,0,49,0.0,0
314,0.0,10,1,57,0.0,0
573,2.0,47,0,37,94.0,0
381,2.0,46,0,28,92.0,0
1039,2.0,13,1,56,26.0,0
582,3.0,95,0,53,285.0,0
877,3.0,57,0,43,171.0,0
4,2.0,51,0,41,102.0,0
976,2.0,27,0,28,54.0,0
967,2.0,1,0,60,2.0,0
884,2.0,36,0,40,72.0,0
293,3.0,93,0,43,279.0,0
905,3.0,47,0,37,141.0,0
453,0.0,1,1,54,0.0,0
704,3.0,53,1,36,159.0,0
14,2.0,2,1,54,4.0,0
364,0.0,2,1,54,0.0,1
195,2.0,30,1,50,60.0,0
1085,3.0,28,0,41,84.0,0
307,0.0,5,1,54,0.0,1
725,0.0,14,1,54,0.0,0
633,3.0,58,0,37,174.0,0
328,0.0,7,0,54,0.0,0
1038,0.0,8,0,56,0.0,0
441,2.0,34,0,36,68.0,0
476,3.0,109,0,49,327.0,0
90,3.0,77,0,44,231.0,0
1018,2.0,27,0,41,54.0,0
970,3.0,27,0,50,81.0,0
871,3.0,117,0,43,351.0,0
747,2.0,37,0,36,74.0,0
88,3.0,61,0,40,183.0,0
768,3.0,83,0,53,249.0,0
982,0.0,14,1,57,0.0,0
592,2.0,12,1,60,24.0,0
794,2.0,10,1,60,20.0,0
668,2.0,1,1,60,2.0,0
726,2.0,13,1,49,26.0,0
253,0.0,12,1,54,0.0,0
1090,3.0,92,0,53,276.0,0
917,0.0,5,1,54,0.0,1
913,0.0,1,1,54,0.0,0
54,3.0,37,0,40,111.0,0
802,3.0,66,0,40,198.0,0
661,2.0,31,0,50,62.0,0
500,2.0,4,0,57,8.0,0
219,0.0,7,0,54,0.0,1
834,3.0,68,1,49,204.0,0
180,2.0,20,0,37,40.0,0
531,3.0,59,0,40,177.0,0
370,3.0,71,0,43,213.0,0
1064,0.0,14,1,60,0.0,0
17,0.0,2,1,54,0.0,1
897,3.0,66,0,49,198.0,0
1039,3.0,71,0,44,213.0,0
709,2.0,9,1,56,18.0,0
357,3.0,19,1,28,57.0,0
997,2.0,55,0,36,110.0,0
617,3.0,53,0,40,159.0,0
55,2.0,43,0,28,86.0,0
415,2.0,54,0,28,108.0,0
176,0.0,3,1,60,0.0,0
979,2.0,55,0,36,110.0,0
870,3.0,43,0,36,129.0,0
968,2.0,22,0,36,44.0,0
336,2.0,2,1,49,4.0,0
986,2.0,1,1,56,2.0,0
565,3.0,36,0,50,108.0,0
933,2.0,59,0,37,118.0,0
226,3.0,58,0,49,174.0,0
148,2.0,10,1,54,20.0,0
748,0.0,10,1,60,0.0,0
836,2.0,58,0,50,116.0,0
533,3.0,31,0,40,93.0,0
1072,3.0,73,0,43,219.0,0
165,0.0,6,0,49,0.0,0
859,3.0,40,0,40,120.0,0
533,2.0,12,1,60,24.0,0
186,2.0,30,1,50,60.0,0
287,2.0,13,0,49,26.0,0
676,3.0,48,0,37,144.0,0
730,3.0,95,0,43,285.0,0
630,0.0,8,1,49,0.0,0
801,2.0,47,0,37,94.0,0
242,2.0,5,1,56,10.0,0
826,3.0,45,0,50,135.0,0
99,0.0,7,1,49,0.0,0
883,3.0,44,0,50,132.0,0
29,2.0,2,1,54,4.0,0
606,2.0,1,1,56,2.0,0
79,2.0,55,0,28,110.0,0
64,2.0,26,1,41,52.0,0
340,0.0,5,1,56,0.0,0
451,2.0,36,0,37,72.0,0
663,2.0,54,0,41,108.0,0
804,2.0,8,1,60,16.0,0
878,3.0,107,0,53,321.0,0
223,3.0,51,1,50,153.0,0
316,3.0,31,0,28,93.0,0
397,3.0,73,0,49,219.0,0
417,2.0,37,0,40,74.0,0
349,3.0,23,0,50,69.0,0
976,2.0,28,0,40,56.0,0
736,3.0,52,0,40,156.0,0
853,2.0,21,0,36,42.0,0
993,3.0,104,0,43,312.0,0
1083,3.0,48,0,43,144.0,0
734,3.0,27,0,36,81.0,0
168,2.0,18,0,50,36.0,0
19,0.0,9,1,54,0.0,1
401,3.0,48,0,36,144.0,0
997,3.0,69,0,44,207.0,0
144,3.0,103,0,43,309.0,0
68,2.0,17,1,28,34.0,0
487,3.0,108,0,49,324.0,0
306,2.0,7,1,54,14.0,1
306,2.0,14,1,56,28.0,0
960,2.0,1,1,54,2.0,0
798,2.0,53,0,50,106.0,0
731,2.0,21,0,28,42.0,0
39,0.0,13,0,56,0.0,0
13,3.0,72,0,40,216.0,0
887,3.0,81,1,53,243.0,0
785,2.0,35,0,40,70.0,0
715,3.0,52,0,36,156.0,0
229,3.0,56,0,44,168.0,0
874,3.0,35,0,41,105.0,0
489,3.0,72,0,53,216.0,0
691,2.0,28,1,28,56.0,0
589,3.0,77,0,40,231.0,0
1026,3.0,64,0,43,192.0,0
856,3.0,17,0,40,51.0,0
785,2.0,46,1,41,92.0,0
871,3.0,57,0,53,171.0,0
792,2.0,13,1,56,26.0,0
515,0.0,2,1,49,0.0,0
341,3.0,45,1,50,135.0,0
188,3.0,83,0,53,249.0,0
92,3.0,15,1,40,45.0,0
859,2.0,51,0,40,102.0,0
506,2.0,15,0,50,30.0,0
950,2.0,55,0,28,110.0,0
423,2.0,59,0,37,118.0,0
284,3.0,102,0,49,306.0,0
587,3.0,73,0,41,219.0,0
753,3.0,52,1,41,156.0,0
498,3.0,18,1,28,54.0,0
794,2.0,31,0,41,62.0,0
